WKT,networkGrp
"LINESTRING (2552926.56435453 6674030.05026062,2552926.45711055 6674058.0666912,2552918.34781602 6674178.66437186)","0"
"LINESTRING (2553164.79447416 6674108.23820702,2553070.44452339 6674102.01677902)","0"
"LINESTRING (2553183.73541033 6674109.32845726,2553164.79447416 6674108.23820702)","0"
"LINESTRING (2553525.5384627 6674020.67810945,2553449.86546293 6674015.21685593)","0"
"LINESTRING (2553558.11588297 6674022.10843775,2553525.5384627 6674020.67810945)","0"
"LINESTRING (2553565.09499098 6674021.46829082,2553561.6796828 6674022.26847448)","0"
"LINESTRING (2553561.6796828 6674022.26847448,2553558.11588297 6674022.10843775)","0"
"LINESTRING (2553362.23888454 6674010.2657195,2553358.38635093 6674072.08990994)","0"
"LINESTRING (2553449.86546293 6674015.21685593,2553442.66361743 6674102.89698105)","0"
"LINESTRING (2553358.38635093 6674072.08990994,2553357.00042877 6674095.11519491)","0"
"LINESTRING (2553442.66361743 6674102.89698105,2553357.00042877 6674095.11519491)","0"
"LINESTRING (2553358.38635093 6674072.08990994,2553284.61074459 6674067.31881484,2553277.40889908 6674161.50043224)","0"
"LINESTRING (2553442.66361743 6674102.89698105,2553437.31791768 6674178.62436267,2553369.14374673 6674168.96214492)","0"
"LINESTRING (2553183.73541033 6674109.32845726,2553182.31649002 6674153.00848309)","0"
"LINESTRING (2553070.44452339 6674102.01677902,2553025.90527497 6674099.61622802,2553022.60546031 6674161.26037714,2553017.09476982 6674169.64230103,2552992.20591772 6674154.00871267,2552984.04712597 6674152.60839126)","0"
"LINESTRING (2553277.40889908 6674161.50043224,2553182.31649002 6674153.00848309)","0"
"LINESTRING (2553182.31649002 6674153.00848309,2553179.33840729 6674191.97742759)","0"
"LINESTRING (2552918.34781602 6674178.66437186,2552913.35684634 6674178.39430987)","0"
"LINESTRING (2552923.31403709 6674179.34452797,2552918.34781602 6674178.66437186)","0"
"LINESTRING (2553179.33840729 6674191.97742759,2553177.28427266 6674217.66332325,2553204.73048112 6674219.9238421)","0"
"LINESTRING (2552918.34781602 6674178.66437186,2552914.35504028 6674234.33715037)","0"
"LINESTRING (2553163.46629876 6674260.11306669,2553128.92548877 6674268.16491482,2553107.33645133 6674270.55546352,2553091.65408214 6674268.09489875,2553075.13850975 6674260.66319296,2552952.71538574 6674183.42546467,2552923.31403709 6674179.34452797)","0"
"LINESTRING (2553288.85925597 6674230.56628485,2553275.36301399 6674225.59514383,2553204.73048112 6674219.9238421)","0"
"LINESTRING (2553369.14374673 6674168.96214492,2553277.40889908 6674161.50043224)","0"
"LINESTRING (2553547.64722095 6674163.5008914,2553528.97026995 6674165.07125184,2553483.06159845 6674205.110442)","0"
"LINESTRING (2553369.14374673 6674168.96214492,2553366.42139963 6674205.5805499)","0"
"LINESTRING (2553483.06159845 6674205.110442,2553460.3671231 6674213.06226717,2553366.42139963 6674205.5805499)","0"
"LINESTRING (2553366.42139963 6674205.5805499,2553288.85925597 6674230.56628485)","0"
"LINESTRING (2553483.06159845 6674205.110442,2553466.06755293 6674218.4835115,2553459.68241156 6674219.2136791,2553394.4533252 6674215.74288245,2553367.32884866 6674217.34324978,2553304.78911125 6674245.43969873,2553285.91417138 6674257.77252947)","0"
"LINESTRING (2553288.85925597 6674230.56628485,2553285.91417138 6674257.77252947)","0"
"LINESTRING (2553481.74167258 6674232.36669809,2553434.32333587 6674261.34334907)","0"
"LINESTRING (2553433.28389425 6674233.74701492,2553434.32333587 6674261.34334907)","0"
"LINESTRING (2553434.32333587 6674261.34334907,2553409.99545226 6674269.30517654,2553343.23195208 6674273.28609028,2553328.66327034 6674268.35495844,2553305.45732372 6674260.50315622,2553285.91417138 6674257.77252947)","0"
"LINESTRING (2553204.73048112 6674219.9238421,2553185.10483341 6674226.16527469,2553164.41499547 6674250.21079383,2553163.46629876 6674260.11306669)","0"
"LINESTRING (2553285.91417138 6674257.77252947,2553190.73101741 6674254.17170297,2553163.46629876 6674260.11306669)","0"
"LINESTRING (2552914.35504028 6674234.33715037,2552908.75360488 6674299.50210761)","0"
"LINESTRING (2552906.71596933 6674283.47842971,2552905.73427447 6674299.0520043)","0"
"LINESTRING (2552908.75360488 6674299.50210761,2552905.73427447 6674299.0520043)","0"
"LINESTRING (2552915.65846707 6674300.51233949,2552908.75360488 6674299.50210761)","0"
"LINESTRING (2552905.73427447 6674299.0520043,2552838.46755255 6674293.0706314,2552834.1117972 6674327.43851982,2552733.70668652 6674363.15671818)","0"
"LINESTRING (2552908.75360488 6674299.50210761,2552904.48418094 6674388.38925647)","0"
"LINESTRING (2552915.65846707 6674300.51233949,2552992.42865521 6674304.88334276,2553005.41342591 6674311.61488784,2553009.02672297 6674320.0768301,2553005.18399634 6674388.38925647)","0"
"LINESTRING (2552733.70668652 6674363.15671818,2552732.1815985 6674388.38925647)","0"
"LINESTRING (2551018.12479346 6672888.98835394,2551072.60473355 6672871.27428805,2551102.27006738 6672869.90397352,2551317.26124224 6672889.81854449)","0"
"LINESTRING (2551317.26124224 6672889.81854449,2551321.59224898 6672912.58376977,2551325.1972965 6672931.52811805,2551241.19226471 6672922.67608625,2551065.20489917 6672911.10342999,2551041.98245348 6672913.19390982,2551011.19518267 6672922.75610462,2550961.2442382 6672948.94211506,2550937.08134532 6672957.33404125,2550914.81584588 6672972.84760206,2550869.44339426 6673004.91496245,2550737.00533274 6673085.04335423,2550585.09836471 6673131.28396779)","0"
"LINESTRING (2550585.09836471 6673131.28396779,2550450.46592644 6673161.50090345,2550327.52308162 6673173.46364924,2550187.66043711 6673162.51113532,2550186.32361316 6673162.23122601)","0"
"LINESTRING (2552554.46900354 6673143.70681919,2552508.77087149 6673110.49686553,2552459.21160374 6673074.48092985,2552330.77456751 6672982.3197762,2552261.90055527 6672932.6139583,2552203.59971038 6672890.53870979,2552065.32097691 6672790.54575852,2551986.79363745 6672734.54290425,2551898.24311096 6672671.24837632,2551824.97072636 6672617.43602483,2551800.23036592 6672605.52329052)","0"
"LINESTRING (2551800.23036592 6672605.52329052,2551795.80036473 6672629.38876833,2551790.0999349 6672641.20147969,2551733.57410971 6672719.28940313,2551619.86249641 6672639.22102512,2551531.08923243 6672581.67781729,2551522.33647403 6672575.81647194,2551503.89051007 6672563.46363661,2551487.91115756 6672562.03330831)","0"
"LINESTRING (2551006.26195974 6672888.91833787,2550832.79895242 6672878.62597548,2550815.97814718 6672914.40418761,2550792.82169777 6672954.823465,2550728.73104747 6673032.95139762,2550585.09836471 6673131.28396779)","0"
"LINESTRING (2551800.23036592 6672605.52329052,2551785.17496151 6672603.02271656,2551761.79577462 6672609.22413997,2551737.77312387 6672604.97316425,2551675.59636608 6672560.72300756,2551609.58357374 6672512.79200601,2551592.77101803 6672511.67174888,2551562.90769532 6672521.09391154,2551507.05008261 6672544.609309,2551487.91115756 6672562.03330831)","0"
"LINESTRING (2551487.91115756 6672562.03330831,2551420.13296437 6672640.2212547,2551414.61402435 6672657.84529993,2551395.01312524 6672698.21456584,2551382.7378147 6672714.8183769,2551364.77032385 6672731.34216959,2551332.70437486 6672762.01921085,2551326.10474554 6672791.00586413,2551317.26124224 6672889.81854449)","0"
"LINESTRING (2552559.51771998 6673146.45745054,2552473.31831143 6673253.91211449,2552440.10439339 6673297.54824743,2552408.75743754 6673338.73158301,2552398.04128942 6673352.81481552,2552387.06115613 6673365.9978414,2552275.93989734 6673509.82085294,2552256.45449175 6673534.2964708,2552195.91114221 6673612.18434832,2552172.43296088 6673639.59063886,2552153.65701545 6673654.48405733,2552149.28476102 6673657.95485398,2552146.07569126 6673660.49543711,2552144.15354922 6673662.01578608,2552140.72174197 6673665.15650696,2552137.44667591 6673668.14719341,2552124.42065753 6673683.88080473,2552092.01647753 6673747.71545663,2552068.16706705 6673793.76602656,2552022.43163582 6673885.93718251,2551970.2203183 6673991.1513322,2551943.35982694 6674056.31628944,2551910.08119606 6674119.95089542,2551906.72363464 6674125.11208006,2551861.57392051 6674198.38889921,2551849.81008124 6674219.60376863,2551800.86558024 6674295.73124209,2551770.4990358 6674351.27399075,2551761.57296682 6674388.38925647)","0"
"LINESTRING (2552565.00366186 6673149.44813699,2552576.8499965 6673154.08920225,2552643.45675548 6673204.11068362,2552681.8748477 6673207.53146879,2552788.43411272 6673214.00295419,2552892.74125423 6673220.99455896,2552983.12317786 6673226.42580559,2552993.27010795 6673230.75679968,2553050.24140812 6673236.10802794,2553055.26537594 6673247.01053038,2553055.66960324 6673293.86128398,2553119.90049566 6673301.24297829,2553205.65442923 6673309.33483561,2553290.80614662 6673314.91611667,2553304.13739786 6673315.44623835,2553311.49598456 6673318.58695924,2553315.58775474 6673324.24825867,2553324.13427472 6673336.04096544,2553344.13940112 6673364.03739142,2553379.10918701 6673412.29846874,2553382.61524009 6673431.512879,2553383.25870395 6673452.95780123,2553384.35589233 6673489.41616948,2553390.76578231 6673499.70853187,2553398.38835418 6673503.79947086,2553399.28755368 6673503.92950071,2553433.04465769 6673508.92064632,2553438.12637227 6673509.6708185,2553443.90929747 6673513.06159679,2553451.42462536 6673526.52468695,2553479.82778008 6673656.59454174,2553493.33227159 6673718.43873677,2553545.51884049 6673950.41198134,2553561.6796828 6674022.26847448,2553559.79053891 6674043.83342426,2553548.8516533 6674160.68024398,2553547.64722095 6674163.5008914,2553538.02001167 6674185.9760501,2553503.41320538 6674218.46350691,2553481.74167258 6674232.36669809,2553470.20882033 6674233.83703558,2553446.16142097 6674233.51696211,2553433.28389425 6674233.74701492,2553381.41905728 6674234.63721924,2553366.97411859 6674236.1675705,2553355.19378024 6674240.9486679,2553331.1958781 6674260.17308046,2553328.66327034 6674268.35495844,2553317.64188937 6674303.93312466,2553310.63803275 6674361.74639447,2553308.74731319 6674388.38925647)","0"
"LINESTRING (2553224.35612883 6671841.25786952,2553256.26485188 6671877.70537179,2553248.95720281 6671937.99347659,2553205.45753775 6672050.9084412,2553143.90974748 6672121.59815939,2553104.28412277 6672154.27971708)","0"
"LINESTRING (2553290.17918183 6672173.03402173,2553370.44686855 6672045.78130033,2553439.41329999 6671885.36799406)","0"
"LINESTRING (2553477.5591575 6672131.24442981,2553417.94658748 6672096.93484379,2553388.71599122 6672067.70424753,2553370.44686855 6672045.78130033)","0"
"LINESTRING (2553248.95720281 6671937.99347659,2553307.4206877 6671957.85898202,2553345.52602274 6672000.10620131,2553370.44686855 6672045.78130033)","0"
"LINESTRING (2553205.45753775 6672050.9084412,2553249.43430829 6672094.54116206,2553249.43430829 6672159.9829331,2553290.17918183 6672173.03402173)","0"
"LINESTRING (2552980.98994727 6673262.50056162,2552890.77448027 6673256.70976948,2552841.67661888 6673253.25187876,2552785.54327303 6673249.29848913,2552729.05069201 6673245.71960506,2552680.16611041 6673242.62269841,2552642.2340782 6673239.35796694)","0"
"LINESTRING (2552640.58586174 6673275.67731715,2552642.2340782 6673239.35796694,2552643.45675548 6673204.11068362)","0"
"LINESTRING (2552782.32120605 6673285.59938764,2552785.54327303 6673249.29848913,2552788.43411272 6673214.00295419)","0"
"LINESTRING (2552459.21160374 6673074.48092985,2552424.32801367 6673073.34555965,2552383.78050141 6673072.02584351,2552327.4508757 6673090.25013418,2552250.07759991 6673094.85560643)","0"
"LINESTRING (2552378.5476343 6673187.6669093,2552383.78050141 6673130.01222292,2552346.50354322 6673096.04877212,2552327.4508757 6673090.25013418)","0"
"LINESTRING (2552327.4508757 6673090.25013418,2552318.33873037 6673043.86103065,2552325.41839362 6673008.82588563,2552330.77456751 6672982.3197762)","0"
"LINESTRING (2552424.32801367 6673073.34555965,2552383.78050141 6673038.89076956,2552325.41839362 6673008.82588563)","0"
"LINESTRING (2552830.96423646 6672622.61068802,2552894.62462206 6672562.82693813,2552950.82301492 6672488.19911658,2552949.31412475 6672565.39050856,2552990.33125177 6672620.93453474,2553072.36550581 6672628.62524605,2553149.54933041 6672557.95237162)","0"
"LINESTRING (2553171.03937341 6672675.19928317,2553072.36550581 6672628.62524605)","0"
"LINESTRING (2552924.13074122 6672763.97966083,2552946.75055431 6672726.89544621,2552980.07697001 6672720.91378185,2553015.34586805 6672745.81549163)","0"
"LINESTRING (2552990.33125177 6672620.93453474,2552980.07697001 6672720.91378185)","0"
"LINESTRING (2552448.38821165 6673384.40206571,2552468.48621175 6673358.59603276,2552447.34957949 6673343.29978573,2552464.87073518 6673317.99144973)","0"
"LINESTRING (2552468.48621175 6673358.59603276,2552494.90700208 6673364.99264515,2552499.07870582 6673325.77863004,2552491.84775268 6673292.40500015)","0"
"LINESTRING (2552275.65116355 6673509.60080243,2552269.13753837 6673460.82612385,2552232.71108254 6673436.32105357,2552212.11323221 6673461.83983991)","0"
"LINESTRING (2552269.13753837 6673460.82612385,2552298.94100223 6673417.77667605,2552259.86534961 6673387.310913,2552232.71108254 6673436.32105357)","0"
"LINESTRING (2552259.86534961 6673387.310913,2552258.54075122 6673340.28767002,2552324.10837171 6673351.54675637,2552298.94100223 6673417.77667605)","0"
"LINESTRING (2552491.84775268 6673292.40500015,2552529.04869692 6673296.54854587)","0"
"LINESTRING (2552464.87073518 6673317.99144973,2552491.84775268 6673292.40500015)","0"
"LINESTRING (2552674.216005 6673336.24757164,2552716.18949626 6673336.31387484,2552740.03226735 6673368.76653549,2552720.80905139 6673409.43495284)","0"
"LINESTRING (2552716.18949626 6673336.31387484,2552742.01916494 6673307.17271018)","0"
"LINESTRING (2552244.24572949 6673589.56736438,2552275.11359506 6673548.41021029,2552304.39849317 6673567.40581987,2552296.48365584 6673607.77149023,2552245.03721322 6673588.77588065)","0"
"LINESTRING (2552275.11359506 6673548.41021029,2552256.45449175 6673534.2964708)","0"
"LINESTRING (2552296.48365584 6673607.77149023,2552317.17933109 6673633.66927973)","0"
"LINESTRING (2552798.30656606 6673482.14687052,2552800.51654058 6673446.05062009,2552823.89098094 6673448.24467139,2552847.28143101 6673449.96407893,2552844.7160309 6673485.83016138,2552798.30656606 6673482.14687052)","0"
"LINESTRING (2552823.89098094 6673448.24467139,2552825.95680176 6673415.91893893)","0"
"LINESTRING (2551429.90041577 6672071.31067328,2551849.59559328 6672448.04714519,2551808.94187663 6672073.83125183,2551426.07263076 6672063.06878153)","0"
"LINESTRING (2553099.4993915 6672962.85530854,2553521.78492352 6673168.48250593)","0"
"LINESTRING (2553304.13739786 6673315.44623835,2553059.70362666 6673072.41045461)","0"
"LINESTRING (2553389.99032586 6672501.10932449,2553766.00420676 6673008.67582568)","0"
"LINESTRING (2551039.13636333 6673648.87276937,2550585.09836471 6673131.28396779)","0"
"LINESTRING (2552084.14641956 6674019.78790512,2552537.65644783 6673859.79118125)","0"
"LINESTRING (2551626.51162296 6671587.90971879,2551259.21750231 6671729.32217704,2551436.27730761 6671444.05670037)","0"
"LINESTRING (2551417.1466321 6672056.9373742,2551728.99561687 6671713.73860016)","0"
